region_index,name,cortical,sts_pcb_pre,rtr_pcb_pre,sts_minus_rtr,r1_windowed,r1_span
103,SUB_4,False,1.2520820538962325,0.01839251633019708,1.233689537566035,0.8401007785405223,0.852302029251555
104,SUB_5,False,1.2528542438030765,0.008721119106707113,1.2441331246963696,0.8317888849247262,0.8465700912019639
105,SUB_6,False,1.1301492212322872,0.008899277504468613,1.1212499437278185,0.8173091057416667,0.8245200747558217
106,SUB_7,False,1.1986357312972349,0.015479335190064216,1.1831563961071707,0.8291114486050527,0.8370861910167575
107,SUB_8,False,1.2218922269525296,0.015817052919665876,1.2060751740328635,0.8291415106755445,0.8426283250212576
108,SUB_9,False,1.2598259228018522,0.009011652441339448,1.250814270360513,0.84374684544657,0.853696452546726
109,SUB_10,False,1.2194852056208172,0.006006649236904257,1.213478556383913,0.8219550435419195,0.8361667459460639
110,SUB_11,False,1.1826252743586505,0.004128262015953899,1.1784970123426965,0.8249793302069431,0.832549595752318
111,SUB_12,False,1.2725919984683602,0.0166290290608717,1.2559629694074883,0.845151505826431,0.8549193311092982
112,SUB_13,False,1.2487545490252867,0.00812908189754082,1.240625467127746,0.827455150016858,0.8445439117226782
113,SUB_14,False,1.124780094844336,0.00561594254216625,1.1191641523021698,0.8142587060460478,0.8214477656888285
114,SUB_15,False,1.2322891589597194,0.013751541294498138,1.218537617665221,0.8351071529591094,0.8438667050845485
115,SUB_16,False,1.2009372110605547,0.01272107983778169,1.188216131222773,0.8269713505691773,0.8370335119428586
