# script=01_synergy_timecourse.py variant=ts_demean regions=115 region_selection=all excluded_regions=20 atoms=rtr,rtx,rty,rts,xtr,xtx,xty,xts,ytr,ytx,yty,yts,str,stx,sty,sts tau=1 redundancy=MMI fit_mode=global window_trs=na placebo_fit_trs=na seed=20261120 git=nogit
subject,condition,bin,rtr,rtx,rty,rts,xtr,xtx,xty,xts,ytr,ytx,yty,yts,str,stx,sty,sts
2,DMT,13,0.024165,0.028967,0.011859,0.303715,0.011859,0.295669,-0.011859,-0.284796,0.028967,-0.028967,0.290576,-0.289879,0.305086,-0.292130,-0.287740,0.668418
2,DMT,14,0.013384,0.010087,0.006042,0.401011,0.006042,0.414554,-0.006042,-0.394429,0.010087,-0.010087,0.411399,-0.396242,0.400829,-0.396639,-0.393813,0.832304
2,DMT,15,0.005695,0.007047,0.011420,0.372578,0.011420,0.387611,-0.011420,-0.364424,0.007047,-0.007047,0.365059,-0.364222,0.372984,-0.364630,-0.364710,0.762027
2,DMT,16,0.015303,0.000062,0.014925,0.386170,0.014925,0.401887,-0.014925,-0.383401,0.000062,-0.000062,0.388766,-0.379774,0.390130,-0.384341,-0.387891,0.814463
2,DMT,17,0.013196,0.006085,0.003193,0.453478,0.003193,0.491654,-0.003193,-0.449819,0.006085,-0.006085,0.459994,-0.450585,0.452409,-0.449223,-0.449477,0.918174
2,DMT,18,0.010125,0.001309,0.004867,0.399727,0.004867,0.429659,-0.004867,-0.402110,0.001309,-0.001309,0.421321,-0.398700,0.398875,-0.397662,-0.400954,0.811463
2,DMT,19,0.017676,0.003372,0.007053,0.432702,0.007053,0.441767,-0.007053,-0.428681,0.003372,-0.003372,0.448316,-0.428542,0.435642,-0.432830,-0.433142,0.891882
2,DMT,20,0.006651,0.005615,0.003218,0.399562,0.003218,0.432636,-0.003218,-0.395659,0.005615,-0.005615,0.410737,-0.396289,0.400690,-0.397091,-0.397364,0.812002
2,DMT,21,0.006676,0.006441,0.005723,0.394691,0.005723,0.408251,-0.005723,-0.391619,0.006441,-0.006441,0.401029,-0.391486,0.395840,-0.393314,-0.394010,0.798356
2,DMT,22,0.009463,0.005957,0.001955,0.426607,0.001955,0.449590,-0.001955,-0.423965,0.005957,-0.005957,0.427926,-0.424406,0.424797,-0.422052,-0.422185,0.859358
