# script=01_synergy_timecourse.py variant=ts_demean regions=115 region_selection=all excluded_regions=20 atoms=rtr,rtx,rty,rts,xtr,xtx,xty,xts,ytr,ytx,yty,yts,str,stx,sty,sts tau=1 redundancy=MMI fit_mode=global seed=20261120 git=84ea657
subject,condition,bin,rtr,rtx,rty,rts,xtr,xtx,xty,xts,ytr,ytx,yty,yts,str,stx,sty,sts
1,PCB,16,0.032150,0.002835,0.004984,0.618221,0.004984,0.703012,-0.004984,-0.616442,0.002835,-0.002835,0.644434,-0.617069,0.619411,-0.618373,-0.618414,1.262600
1,PCB,17,0.021979,0.009397,0.005347,0.659925,0.005347,0.691796,-0.005347,-0.652376,0.009397,-0.009397,0.690469,-0.654085,0.660663,-0.655502,-0.654142,1.353902
1,PCB,18,0.028158,0.009337,-0.000483,0.494993,-0.000483,0.507151,0.000483,-0.485298,0.009337,-0.009337,0.466826,-0.490861,0.497730,-0.492158,-0.489408,1.073014
1,PCB,19,0.030077,0.002100,-0.000968,0.644448,-0.000968,0.582314,0.000968,-0.650996,0.002100,-0.002100,0.642792,-0.650855,0.643719,-0.652224,-0.649159,1.350956
1,PCB,20,0.015456,0.000936,0.003639,0.620694,0.003639,0.660690,-0.003639,-0.621096,0.000936,-0.000936,0.623610,-0.618756,0.619673,-0.617930,-0.621404,1.272052
1,PCB,21,0.022655,0.006723,0.006296,0.674977,0.006296,0.763995,-0.006296,-0.672387,0.006723,-0.006723,0.691744,-0.672948,0.673837,-0.670953,-0.671335,1.383254
1,PCB,22,0.028078,0.014005,0.012459,0.580444,0.012459,0.617919,-0.012459,-0.566118,0.014005,-0.014005,0.587237,-0.569945,0.584114,-0.573966,-0.570335,1.196872
1,PCB,23,0.026958,0.006106,0.009308,0.635667,0.009308,0.695431,-0.009308,-0.629111,0.006106,-0.006106,0.650258,-0.631427,0.635876,-0.630425,-0.630572,1.308965
1,PCB,24,0.016057,0.001908,0.007909,0.574185,0.007909,0.614784,-0.007909,-0.569964,0.001908,-0.001908,0.636195,-0.571370,0.574196,-0.571040,-0.570327,1.184552
1,PCB,25,0.022396,0.007760,0.012540,0.611528,0.012540,0.661006,-0.012540,-0.599109,0.007760,-0.007760,0.622052,-0.600424,0.612927,-0.600665,-0.601100,1.236863
1,PCB,26,0.013250,0.006646,0.011115,0.610163,0.011115,0.609019,-0.011115,-0.598930,0.006646,-0.006646,0.649917,-0.599667,0.611419,-0.600774,-0.599858,1.245377
1,PCB,27,0.006985,0.002873,0.001619,0.681272,0.001619,0.678965,-0.001619,-0.679326,0.002873,-0.002873,0.680310,-0.677891,0.682602,-0.679106,-0.679365,1.381691
2,DMT,0,0.018974,0.008619,0.004449,0.666335,0.004449,0.698900,-0.004449,-0.661130,0.008619,-0.008619,0.665910,-0.662471,0.666498,-0.662655,-0.662856,1.348475
2,DMT,1,0.059181,0.022350,0.016790,0.506663,0.016790,0.563455,-0.016790,-0.491172,0.022350,-0.022350,0.541160,-0.497872,0.507351,-0.498589,-0.491862,1.126624
2,DMT,2,0.021169,0.009290,0.004081,0.488036,0.004081,0.526861,-0.004081,-0.481637,0.009290,-0.009290,0.587292,-0.485209,0.485745,-0.483209,-0.479696,1.044368
2,DMT,3,0.028634,0.012790,0.008945,0.672453,0.008945,0.714177,-0.008945,-0.669383,0.012790,-0.012790,0.682858,-0.665798,0.673718,-0.667596,-0.671175,1.380941
2,DMT,4,0.019787,0.003809,0.007235,0.628579,0.007235,0.690514,-0.007235,-0.623228,0.003809,-0.003809,0.639407,-0.623578,0.629071,-0.624408,-0.623977,1.271169
2,DMT,5,0.024790,0.004406,0.005224,0.644532,0.005224,0.743838,-0.005224,-0.640592,0.004406,-0.004406,0.622576,-0.641835,0.646724,-0.643668,-0.644102,1.320581
2,DMT,6,0.026202,0.010489,0.007439,0.655302,0.007439,0.722591,-0.007439,-0.648440,0.010489,-0.010489,0.770330,-0.649914,0.653994,-0.649434,-0.646816,1.329847
2,DMT,7,0.015032,-0.004512,0.000473,0.649663,0.000473,0.655352,-0.000473,-0.655096,-0.004512,0.004512,0.693412,-0.651543,0.645671,-0.647208,-0.648410,1.310022
2,DMT,8,0.026723,0.012424,0.001883,0.605381,0.001883,0.546534,-0.001883,-0.600826,0.012424,-0.012424,0.618488,-0.603822,0.603839,-0.602591,-0.599236,1.261987
2,DMT,9,0.017517,0.006886,0.001354,0.490577,0.001354,0.512640,-0.001354,-0.488468,0.006886,-0.006886,0.540188,-0.489545,0.492047,-0.491213,-0.490685,1.027927
2,DMT,10,0.010886,0.012426,0.008471,0.351472,0.008471,0.385303,-0.008471,-0.342134,0.012426,-0.012426,0.407113,-0.344234,0.351206,-0.344815,-0.341732,0.761174
2,DMT,11,0.015960,0.010100,0.010942,0.341756,0.010942,0.381582,-0.010942,-0.332890,0.010100,-0.010100,0.381854,-0.332750,0.342515,-0.334631,-0.335471,0.770688
2,DMT,12,0.027995,0.011813,0.006806,0.493672,0.006806,0.563355,-0.006806,-0.488098,0.011813,-0.011813,0.504667,-0.489711,0.494214,-0.489736,-0.489058,1.054993
2,DMT,13,0.023293,0.015721,0.006647,0.447555,0.006647,0.473304,-0.006647,-0.437144,0.015721,-0.015721,0.443515,-0.439941,0.448768,-0.441777,-0.439310,0.962986
2,DMT,14,0.017402,0.005816,0.004232,0.567830,0.004232,0.597293,-0.004232,-0.564507,0.005816,-0.005816,0.587054,-0.564660,0.567595,-0.564378,-0.563952,1.164289
2,DMT,15,0.011486,0.003435,0.007006,0.572120,0.007006,0.595313,-0.007006,-0.568768,0.003435,-0.003435,0.567566,-0.569162,0.570722,-0.567370,-0.567356,1.158252
2,DMT,16,0.016202,0.001149,0.008741,0.547690,0.008741,0.570458,-0.008741,-0.545085,0.001149,-0.001149,0.557709,-0.542580,0.549989,-0.544754,-0.547761,1.127069
2,DMT,17,0.025942,0.005662,0.003472,0.667692,0.003472,0.737712,-0.003472,-0.665234,0.005662,-0.005662,0.678123,-0.665381,0.666132,-0.663735,-0.663901,1.349730
