# script=01_synergy_timecourse.py variant=ts_gsr regions=115 region_selection=all excluded_regions=20 atoms=rtr,rtx,rty,rts,xtr,xtx,xty,xts,ytr,ytx,yty,yts,str,stx,sty,sts tau=1 redundancy=MMI fit_mode=window window_trs=60 placebo_fit_trs=na seed=20261120 git=e46df8a
subject,condition,window,rtr,rtx,rty,rts,xtr,xtx,xty,xts,ytr,ytx,yty,yts,str,stx,sty,sts
1,PCB,1,0.035295,0.025792,0.033315,0.522289,0.033367,0.563304,-0.033152,-0.485860,0.025801,-0.025678,0.559689,-0.489202,0.522613,-0.489705,-0.487777,1.086237
1,PCB,2,0.040782,0.028095,0.025610,0.535441,0.025627,0.616717,-0.025579,-0.502310,0.028189,-0.028048,0.609016,-0.501440,0.534056,-0.500366,-0.502862,1.114907
1,PCB,3,0.038886,0.024284,0.027114,0.561362,0.027115,0.619115,-0.027102,-0.529440,0.024287,-0.024284,0.613631,-0.530636,0.560887,-0.529810,-0.529674,1.143637
1,PCB,4,0.027867,0.026609,0.027618,0.505662,0.027623,0.536300,-0.027609,-0.468059,0.026600,-0.026600,0.529213,-0.470729,0.505732,-0.469626,-0.471159,1.027510
1,PCB,5,0.058407,0.031818,0.032532,0.615821,0.032496,0.685429,-0.032472,-0.577544,0.031794,-0.031742,0.660585,-0.580285,0.614459,-0.576097,-0.579241,1.251829
1,PCB,6,0.039212,0.034059,0.034233,0.562004,0.034249,0.591154,-0.034227,-0.515945,0.034118,-0.034024,0.585671,-0.516830,0.560296,-0.514997,-0.516040,1.133432
1,PCB,7,0.030729,0.022265,0.024020,0.566822,0.024016,0.611836,-0.024016,-0.537918,0.022295,-0.022229,0.610558,-0.537150,0.567731,-0.538632,-0.538037,1.155136
1,PCB,8,0.037781,0.023157,0.028746,0.590869,0.028742,0.668087,-0.028742,-0.554941,0.023155,-0.023149,0.628011,-0.558231,0.590722,-0.555001,-0.556296,1.197968
1,PCB,9,0.029789,0.022263,0.023598,0.565176,0.023614,0.624611,-0.023597,-0.536326,0.022241,-0.022234,0.611462,-0.537272,0.565392,-0.535597,-0.536247,1.156946
1,PCB,10,0.027807,0.022617,0.021934,0.593368,0.021934,0.664310,-0.021934,-0.561201,0.022614,-0.022611,0.632390,-0.562620,0.593022,-0.560262,-0.562562,1.202505
1,PCB,11,0.039069,0.024741,0.024838,0.583328,0.024841,0.653067,-0.024816,-0.553006,0.024753,-0.024699,0.626409,-0.555049,0.582654,-0.553906,-0.553836,1.189766
1,PCB,12,0.026569,0.021879,0.023812,0.574515,0.023817,0.625588,-0.023808,-0.540576,0.021868,-0.021858,0.622305,-0.542376,0.575411,-0.542489,-0.542357,1.159344
1,PCB,13,0.030542,0.028986,0.027963,0.564491,0.027969,0.599436,-0.027910,-0.520573,0.028967,-0.028939,0.620124,-0.519354,0.564675,-0.520223,-0.519576,1.141012
2,DMT,0,0.045918,0.031293,0.028703,0.595672,0.028697,0.642386,-0.028697,-0.559514,0.031299,-0.031289,0.623224,-0.560647,0.596190,-0.560615,-0.561570,1.210282
2,DMT,1,0.028806,0.021938,0.019593,0.573181,0.019593,0.639688,-0.019593,-0.544152,0.021946,-0.021932,0.629541,-0.544277,0.572086,-0.542766,-0.542992,1.159276
2,DMT,2,0.035673,0.024900,0.024359,0.585661,0.024368,0.669481,-0.024358,-0.552722,0.024874,-0.024874,0.616262,-0.555560,0.586334,-0.553812,-0.554713,1.185887
2,DMT,3,0.037577,0.023434,0.023989,0.585867,0.023979,0.654380,-0.023972,-0.555279,0.023437,-0.023417,0.654758,-0.557265,0.585065,-0.556088,-0.555306,1.190399
2,DMT,4,0.022134,0.021330,0.021727,0.516724,0.021727,0.571609,-0.021715,-0.487653,0.021327,-0.021322,0.566061,-0.486370,0.515702,-0.485667,-0.486604,1.044479
2,DMT,5,0.017793,0.022722,0.022235,0.438108,0.022206,0.453532,-0.022184,-0.408256,0.022715,-0.022687,0.465113,-0.406776,0.438035,-0.407288,-0.407680,0.904193
2,DMT,6,0.025043,0.027018,0.020788,0.514475,0.020804,0.581577,-0.020788,-0.480544,0.027032,-0.027015,0.544621,-0.483320,0.513840,-0.480992,-0.482350,1.041817
